4M	3201	JFK	3797	EZE	3988	Y	0	777
4O	17885	JFK	3797	MEX	1824		0	320
9E	3976	JFK	3797	MSY	3861		0	CR9
AA	24	JFK	3797	AMM	2170	Y	0	340 330
AA	24	JFK	3797	ANU	2874		0	738
AA	24	JFK	3797	AUH	2179	Y	0	777
AA	24	JFK	3797	AUS	3673		0	738
AA	24	JFK	3797	BCN	1218		0	763
AA	24	JFK	3797	BDA	4069		0	738
AA	24	JFK	3797	BNA	3690	Y	0	ER4
AA	24	JFK	3797	BOS	3448		0	738
AA	24	JFK	3797	BWI	3849	Y	0	ER4
AA	24	JFK	3797	CCS	2851		0	757 738
AA	24	JFK	3797	CDG	1382		0	763 757
AA	24	JFK	3797	CLE	3486	Y	0	ER4
AA	24	JFK	3797	CLT	3876		0	321 319
AA	24	JFK	3797	CMH	3759	Y	0	ER4 CR7
AA	24	JFK	3797	CUN	1852		0	738
AA	24	JFK	3797	CVG	3488	Y	0	ER4
AA	24	JFK	3797	DCA	3520		0	738
AA	24	JFK	3797	DFW	3670		0	738 757
AA	24	JFK	3797	DOH	11051		0	777
AA	24	JFK	3797	DUB	599		0	757
AA	24	JFK	3797	DUS	345	Y	0	330
AA	24	JFK	3797	EZE	3988		0	777
AA	24	JFK	3797	FCO	1555		0	763
AA	24	JFK	3797	GIG	2560		0	763
AA	24	JFK	3797	GRU	2564		0	773 77W 777
AA	24	JFK	3797	GYE	2673	Y	0	763
AA	24	JFK	3797	HEL	421	Y	0	330
AA	24	JFK	3797	HKG	3077	Y	0	773
AA	24	JFK	3797	IND	3585	Y	0	ER4
AA	24	JFK	3797	LAS	3877		0	738
AA	24	JFK	3797	LAX	3484		0	32B 762
AA	24	JFK	3797	LCY	503		0	318
AA	24	JFK	3797	LHR	507		0	777 77W
AA	24	JFK	3797	LIM	2789	Y	0	763
AA	24	JFK	3797	MAD	1229		0	330 757 340
AA	24	JFK	3797	MAN	478		0	757
AA	24	JFK	3797	MCO	3878		0	763 757
AA	24	JFK	3797	MIA	3576		0	757 763 738
AA	24	JFK	3797	MXP	1524		0	763
AA	24	JFK	3797	NRT	2279		0	787 773
AA	24	JFK	3797	ORD	3830		0	738
AA	24	JFK	3797	ORF	3611	Y	0	ER4
AA	24	JFK	3797	ORY	1386	Y	0	757
AA	24	JFK	3797	PAP	1897		0	763
AA	24	JFK	3797	PHX	3462		0	321
AA	24	JFK	3797	PIT	3570	Y	0	ER4
AA	24	JFK	3797	RDU	3626	Y	0	ERD CR7
AA	24	JFK	3797	SAN	3731		0	738
AA	24	JFK	3797	SCL	2650	Y	0	787
AA	24	JFK	3797	SEA	3577		0	738
AA	24	JFK	3797	SFO	3469		0	32B 763
AA	24	JFK	3797	SJO	1885		0	738
AA	24	JFK	3797	SJU	2890		0	757
AA	24	JFK	3797	STT	2883		0	757
AA	24	JFK	3797	SXM	2899		0	757
AA	24	JFK	3797	TPA	3646	Y	0	CR7
AA	24	JFK	3797	TXL	351	Y	0	330
AA	24	JFK	3797	YUL	146	Y	0	ERD
AA	24	JFK	3797	YYC	178		0	737
AA	24	JFK	3797	YYZ	193	Y	0	CR7
AA	24	JFK	3797	ZRH	1678		0	763
AB	214	JFK	3797	DUS	345		0	332
AB	214	JFK	3797	TXL	351		0	332
AC	330	JFK	3797	YYZ	193	Y	0	CRA
AF	137	JFK	3797	ATL	3682	Y	0	319 738 752
AF	137	JFK	3797	BCN	1218	Y	0	333
AF	137	JFK	3797	BRU	302		0	76W
AF	137	JFK	3797	CDG	1382		0	332 772 388 343
AF	137	JFK	3797	DUB	599	Y	0	752
AF	137	JFK	3797	FRA	340	Y	0	76W
AF	137	JFK	3797	LHR	507	Y	0	764 76W
AF	137	JFK	3797	MAD	1229	Y	0	764
AF	137	JFK	3797	MSY	3861	Y	0	CR9
AF	137	JFK	3797	NCE	1354	Y	0	764
AF	137	JFK	3797	PAP	1897	Y	0	738
AI	218	JFK	3797	DEL	3093		0	77W
AI	218	JFK	3797	LHR	507	Y	0	772
AM	321	JFK	3797	ATL	3682	Y	0	752 319 757 738
AM	321	JFK	3797	CUN	1852		0	738
AM	321	JFK	3797	MEX	1824		0	738 787
AR	412	JFK	3797	EZE	3988		0	330
AS	439	JFK	3797	LAX	3484	Y	0	321 762
AS	439	JFK	3797	SAN	3731	Y	0	757 73H
AS	439	JFK	3797	SEA	3577	Y	0	738
AS	439	JFK	3797	SFO	3469	Y	0	321 763
AT	4248	JFK	3797	CMN	1074		0	763
AV	515	JFK	3797	BOG	2709		0	319 330
AV	515	JFK	3797	MDE	2745		0	319
AV	515	JFK	3797	SAL	1892		0	320 321
AV	515	JFK	3797	SAP	1772		0	320
AY	2350	JFK	3797	BCN	1218		0	763
AY	2350	JFK	3797	CDG	1382		0	763 757
AY	2350	JFK	3797	DUB	599		0	757
